"Survey Number","Name of State / UT","Latitude","Longitude","Class","Owner"
"454","Karnataka","15.3173","75.7139","Agricultural Area","Suhani Deol"
"200","Kerala","10.8505","76.2711","Residential Area","Swara Diwan"
"798","Ladakh","34.2996","78.2932","Non-Agricultural","Tanvi Gupta"
"737","Madhya Pradesh","22.9734","78.6569","Residential Area","Trisha Jain"
"547","Maharashtra","19.7515","75.7139","Residential Area","Uday Kapoor"
"337","Manipur","24.6637","93.9063","Residential Area","Urvi Kaur"
"584","Meghalaya","25.467","91.3662","Residential Area","Vanya Khan"
"442","Mizoram","23.1645","92.9376","Agricultural Area","Veer Lal"
"243","Odisha","20.9517","85.0985","Agricultural Area","Vidhi Mehta"
"539","Puducherry","11.9416","79.8083","Residential Area","Vihaan Nair"
"379","Punjab","31.1471","75.3412","Agricultural Area","Vivaan Patel"
"798","Rajasthan","27.0238","74.2179","Residential Area","Vritika Prasad"
"208","Tamil Nadu","11.1271","78.6569","Agricultural Area","Yash Raj"
"505","Telengana","18.1124","79.0193","Non-Agricultural","Yuvraj Shah"
"464","Tripura","23.9408","91.9882","Agricultural Area","Zara Singh"
"465","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Aaditya Agarwal"
"639","Uttarakhand","30.0668","79.0193","Residential Area","Aadya Bansal"
"578","West Bengal","22.9868","87.855","Non-Agricultural","Aarav Chopra"
"873","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Aarnav Das"
"247","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Advika Gupta"
"902","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Ahaan Jain"
"501","Assam","26.2006","92.9376","Non-Agricultural","Aishwarya Kapoor"
"345","Bihar","25.0961","85.3131","Agricultural Area","Akhilesh Lal"
"141","Chandigarh","30.7333","76.7794","Non-Agricultural","Amaira Mehra"
"926","Chhattisgarh","21.2787","81.8661","Residential Area","Anahita Nair"
"135","Delhi","28.7041","77.1025","Residential Area","Anay Patel"
"270","Goa","15.2993","74.124","Residential Area","Anjali Rao"
"259","Gujarat","22.2587","71.1924","Residential Area","Ansh Sharma"
"384","Haryana","29.0588","76.0856","Residential Area","Anvi Shukla"
"520","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Aria Verma"
"758","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Arihant Agarwal"
"773","Jharkhand","23.6102","85.2799","Non-Agricultural","Ariya Batra"
"503","Karnataka","15.3173","75.7139","Non-Agricultural","Arnav Chopra"
"438","Kerala","10.8505","76.2711","Agricultural Area","Arya Das"
"462","Ladakh","34.2996","78.2932","Non-Agricultural","Avyukt Gupta"
"995","Madhya Pradesh","22.9734","78.6569","Residential Area","Bhavya Jain"
"200","Maharashtra","19.7515","75.7139","Agricultural Area","Chahat Kapoor"
"988","Manipur","24.6637","93.9063","Agricultural Area","Daksh Khan"
"404","Meghalaya","25.467","91.3662","Non-Agricultural","Darsh Mehta"
"721","Mizoram","23.1645","92.9376","Agricultural Area","Dev Patel"
"897","Odisha","20.9517","85.0985","Residential Area","Dhriti Rai"
"198","Puducherry","11.9416","79.8083","Agricultural Area","Divit Reddy"
"386","Punjab","31.1471","75.3412","Residential Area","Eesha Sharma"
"536","Rajasthan","27.0238","74.2179","Residential Area","Ekansh Singh"
"584","Tamil Nadu","11.1271","78.6569","Agricultural Area","Falaq Verma"
"768","Telengana","18.1124","79.0193","Agricultural Area","Garima Yadav"
"233","Tripura","23.9408","91.9882","Residential Area","Gauri Agarwal"
"383","Uttar Pradesh","26.8467","80.9462","Residential Area","Himanshi Bhatia"
"377","Uttarakhand","30.0668","79.0193","Non-Agricultural","Inaaya Chopra"
"807","West Bengal","22.9868","87.855","Non-Agricultural","Ishan Das"
"774","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Ishita Gupta"
"772","Andhra Pradesh","15.9129","79.74","Agricultural Area","Ivaan Jain"
"515","Arunachal Pradesh","28.218","94.7278","Residential Area","Jai Kapoor"
"352","Assam","26.2006","92.9376","Residential Area","Kaavya Kumar"
"489","Bihar","25.0961","85.3131","Residential Area","Kavya Malhotra"
"442","Chandigarh","30.7333","76.7794","Non-Agricultural","Kiara Mehta"
"882","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Krisha Nair"
"974","Delhi","28.7041","77.1025","Non-Agricultural","Laksh Patel"
"495","Goa","15.2993","74.124","Residential Area","Lisha Prasad"
"450","Gujarat","22.2587","71.1924","Agricultural Area","Maanvi Raj"
"388","Haryana","29.0588","76.0856","Residential Area","Maitreyi Shah"
"202","Himachal Pradesh","31.1048","77.1734","Residential Area","Manan Sharma"
"866","Jammu and Kashmir","33.7782","76.5762","Residential Area","Myra Singh"
"194","Jharkhand","23.6102","85.2799","Agricultural Area","Naisha Verma"
"279","Karnataka","15.3173","75.7139","Residential Area","Navya Yadav"
"420","Kerala","10.8505","76.2711","Residential Area","Neev Zakaria"
"591","Ladakh","34.2996","78.2932","Agricultural Area","Niharika Ahluwalia"
"635","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Ojas Balakrishnan"
"419","Maharashtra","19.7515","75.7139","Residential Area","Pihu Chandra"
"594","Manipur","24.6637","93.9063","Non-Agricultural","Pranav Das"
"162","Meghalaya","25.467","91.3662","Residential Area","Prisha Gupta"
"638","Mizoram","23.1645","92.9376","Residential Area","Rahul Jain"
"809","Odisha","20.9517","85.0985","Non-Agricultural","Ranveer Kapoor"
"697","Puducherry","11.9416","79.8083","Non-Agricultural","Reyansh Kumar"
"192","Punjab","31.1471","75.3412","Non-Agricultural","Ria Mehta"
"552","Rajasthan","27.0238","74.2179","Non-Agricultural","Rishabh Nair"
"321","Tamil Nadu","11.1271","78.6569","Agricultural Area","Rudra Patel"
"691","Telengana","18.1124","79.0193","Non-Agricultural","Saachi Raj"
"897","Tripura","23.9408","91.9882","Agricultural Area","Saisha Shah"
"759","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Samaira Singh"
"822","Uttarakhand","30.0668","79.0193","Non-Agricultural","Samridhi Trivedi"
"952","West Bengal","22.9868","87.855","Agricultural Area","Sanaya Vasudevan"
"252","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Sarthak Yadav"
"229","Andhra Pradesh","15.9129","79.74","Residential Area","Savi Yadav"
"447","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Shiv Chauhan"
"404","Assam","26.2006","92.9376","Non-Agricultural","Shloka Chopra"
"911","Bihar","25.0961","85.3131","Non-Agricultural","Suhani Deol"
"230","Chandigarh","30.7333","76.7794","Residential Area","Swara Diwan"
"322","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Tanvi Gupta"
"126","Delhi","28.7041","77.1025","Non-Agricultural","Trisha Jain"
"636","Goa","15.2993","74.124","Residential Area","Uday Kapoor"
"145","Gujarat","22.2587","71.1924","Residential Area","Urvi Kaur"
"804","Haryana","29.0588","76.0856","Residential Area","Vanya Khan"
"976","Himachal Pradesh","31.1048","77.1734","Residential Area","Veer Lal"
"572","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Vidhi Mehta"
"613","Jharkhand","23.6102","85.2799","Residential Area","Vihaan Nair"
"341","Karnataka","15.3173","75.7139","Non-Agricultural","Vivaan Patel"
"927","Kerala","10.8505","76.2711","Non-Agricultural","Vritika Prasad"
"114","Ladakh","34.2996","78.2932","Agricultural Area","Yash Raj"
"452","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Yuvraj Shah"
"268","Maharashtra","19.7515","75.7139","Agricultural Area","Zara Singh"
"366","Manipur","24.6637","93.9063","Agricultural Area","Aaditya Agarwal"
"803","Meghalaya","25.467","91.3662","Residential Area","Aadya Bansal"
"266","Mizoram","23.1645","92.9376","Residential Area","Aarav Chopra"
"690","Odisha","20.9517","85.0985","Residential Area","Aarnav Das"
"448","Puducherry","11.9416","79.8083","Residential Area","Advika Gupta"
"856","Punjab","31.1471","75.3412","Agricultural Area","Ahaan Jain"
"670","Rajasthan","27.0238","74.2179","Agricultural Area","Aish Qureshi"
"701","Tamil Nadu","11.1271","78.6569","Agricultural Area","Sundari Manmohini"
"879","Telengana","18.1124","79.0193","Agricultural Area","warya Kapoor"
"297","Tripura","23.9408","91.9882","Non-Agricultural","Akhilesh Lal"
"326","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Amaira Mehra"
"743","Uttarakhand","30.0668","79.0193","Agricultural Area","Anahita Nair"
"280","West Bengal","22.9868","87.855","Residential Area","Anay Patel"
"612","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Anjali Rao"
"761","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Ansh Sharma"
"227","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Anvi Shukla"
"765","Assam","26.2006","92.9376","Non-Agricultural","Aria Verma"
"860","Bihar","25.0961","85.3131","Residential Area","Arihant Agarwal"
"708","Chandigarh","30.7333","76.7794","Residential Area","Ariya Batra"
"234","Chhattisgarh","21.2787","81.8661","Agricultural Area","Arnav Chopra"
"286","Delhi","28.7041","77.1025","Residential Area","Arya Das"
"917","Goa","15.2993","74.124","Residential Area","Avyukt Gupta"
"344","Gujarat","22.2587","71.1924","Non-Agricultural","Bhavya Jain"
"282","Haryana","29.0588","76.0856","Residential Area","Chahat Kapoor"
"146","Himachal Pradesh","31.1048","77.1734","Residential Area","Daksh Khan"
"176","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Darsh Mehta"
"671","Jharkhand","23.6102","85.2799","Non-Agricultural","Dev Patel"
"144","Karnataka","15.3173","75.7139","Residential Area","Dhriti Rai"
"728","Kerala","10.8505","76.2711","Residential Area","Divit Reddy"
"517","Ladakh","34.2996","78.2932","Non-Agricultural","Eesha Sharma"
"625","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Ekansh Singh"
"820","Maharashtra","19.7515","75.7139","Agricultural Area","Falaq Verma"
"611","Manipur","24.6637","93.9063","Non-Agricultural","Garima Yadav"
"335","Meghalaya","25.467","91.3662","Non-Agricultural","Gauri Agarwal"
"348","Mizoram","23.1645","92.9376","Residential Area","Himanshi Bhatia"
"191","Odisha","20.9517","85.0985","Agricultural Area","Inaaya Chopra"
"688","Puducherry","11.9416","79.8083","Agricultural Area","Ishan Das"
"303","Punjab","31.1471","75.3412","Non-Agricultural","Ishita Gupta"
"962","Rajasthan","27.0238","74.2179","Agricultural Area","Ivaan Jain"
"525","Tamil Nadu","11.1271","78.6569","Agricultural Area","Jai Kapoor"
"416","Telengana","18.1124","79.0193","Residential Area","Kaavya Kumar"
"516","Tripura","23.9408","91.9882","Residential Area","Kavya Malhotra"
"925","Uttar Pradesh","26.8467","80.9462","Residential Area","Kiara Mehta"
"211","Uttarakhand","30.0668","79.0193","Residential Area","Krisha Nair"
"330","West Bengal","22.9868","87.855","Residential Area","Laksh Patel"
"456","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Lisha Prasad"
"492","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Maanvi Raj"
"222","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Maitreyi Shah"
"590","Assam","26.2006","92.9376","Agricultural Area","Manan Sharma"
"802","Bihar","25.0961","85.3131","Residential Area","Myra Singh"
"796","Chandigarh","30.7333","76.7794","Residential Area","Naisha Verma"
"224","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Navya Yadav"
"286","Delhi","28.7041","77.1025","Residential Area","Neev Zakaria"
"895","Goa","15.2993","74.124","Residential Area","Niharika Ahluwalia"
"814","Gujarat","22.2587","71.1924","Residential Area","Ojas Balakrishnan"
"505","Haryana","29.0588","76.0856","Non-Agricultural","Pihu Chandra"
"559","Himachal Pradesh","31.1048","77.1734","Residential Area","Pranav Das"
"586","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Prisha Gupta"
"558","Jharkhand","23.6102","85.2799","Residential Area","Rahul Jain"
"338","Karnataka","15.3173","75.7139","Agricultural Area","Ranveer Kapoor"
"534","Kerala","10.8505","76.2711","Residential Area","Reyansh Kumar"
"594","Ladakh","34.2996","78.2932","Residential Area","Ria Mehta"
"790","Madhya Pradesh","22.9734","78.6569","Residential Area","Rishabh Nair"
"776","Maharashtra","19.7515","75.7139","Agricultural Area","Rudra Patel"
"394","Manipur","24.6637","93.9063","Residential Area","Saachi Raj"
"592","Meghalaya","25.467","91.3662","Residential Area","Saisha Shah"
"324","Mizoram","23.1645","92.9376","Residential Area","Samaira Singh"
"562","Odisha","20.9517","85.0985","Residential Area","Samridhi Trivedi"
"326","Puducherry","11.9416","79.8083","Residential Area","Sanaya Vasudevan"
"244","Punjab","31.1471","75.3412","Residential Area","Sarthak Yadav"
"635","Rajasthan","27.0238","74.2179","Residential Area","Savi Yadav"
"548","Tamil Nadu","11.1271","78.6569","Agricultural Area","Shiv Chauhan"
"836","Telengana","18.1124","79.0193","Agricultural Area","Shloka Chopra"
"159","Tripura","23.9408","91.9882","Agricultural Area","Suhani Deol"
"919","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Swara Diwan"
"104","Uttarakhand","30.0668","79.0193","Agricultural Area","Tanvi Gupta"
"148","West Bengal","22.9868","87.855","Agricultural Area","Trisha Jain"
"770","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Uday Kapoor"
"542","Andhra Pradesh","15.9129","79.74","Agricultural Area","Urvi Kaur"
"168","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Vanya Khan"
"721","Assam","26.2006","92.9376","Agricultural Area","Veer Lal"
"839","Bihar","25.0961","85.3131","Non-Agricultural","Vidhi Mehta"
"348","Chandigarh","30.7333","76.7794","Agricultural Area","Vihaan Nair"
"514","Chhattisgarh","21.2787","81.8661","Residential Area","Vivaan Patel"
"234","Delhi","28.7041","77.1025","Agricultural Area","Vritika Prasad"
"284","Goa","15.2993","74.124","Residential Area","Yash Raj"
"742","Gujarat","22.2587","71.1924","Agricultural Area","Yuvraj Shah"
"680","Haryana","29.0588","76.0856","Residential Area","Zara Singh"
"254","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Aaditya Agarwal"
"325","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Aadya Bansal"
"359","Jharkhand","23.6102","85.2799","Agricultural Area","Aarav Chopra"
"603","Karnataka","15.3173","75.7139","Agricultural Area","Aarnav Das"
"497","Kerala","10.8505","76.2711","Agricultural Area","Advika Gupta"
"658","Ladakh","34.2996","78.2932","Non-Agricultural","Ahaan Jain"
"672","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Aishwarya Kapoor"
"587","Maharashtra","19.7515","75.7139","Non-Agricultural","Akhilesh Lal"
"237","Manipur","24.6637","93.9063","Non-Agricultural","Amaira Mehra"
"363","Meghalaya","25.467","91.3662","Non-Agricultural","Anahita Nair"
"817","Mizoram","23.1645","92.9376","Residential Area","Anay Patel"
"980","Odisha","20.9517","85.0985","Agricultural Area","Anjali Rao"
"209","Puducherry","11.9416","79.8083","Agricultural Area","Ansh Sharma"
"397","Punjab","31.1471","75.3412","Residential Area","Anvi Shukla"
"688","Rajasthan","27.0238","74.2179","Agricultural Area","Aria Verma"
"332","Tamil Nadu","11.1271","78.6569","Residential Area","Arihant Agarwal"
"275","Telengana","18.1124","79.0193","Non-Agricultural","Ariya Batra"
"787","Tripura","23.9408","91.9882","Agricultural Area","Arnav Chopra"
"724","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Arya Das"
"744","Uttarakhand","30.0668","79.0193","Agricultural Area","Avyukt Gupta"
"462","West Bengal","22.9868","87.855","Residential Area","Bhavya Jain"
"946","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Chahat Kapoor"
"860","Andhra Pradesh","15.9129","79.74","Residential Area","Daksh Khan"
"114","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Darsh Mehta"
"951","Assam","26.2006","92.9376","Agricultural Area","Dev Patel"
"829","Bihar","25.0961","85.3131","Residential Area","Dhriti Rai"
"127","Chandigarh","30.7333","76.7794","Non-Agricultural","Divit Reddy"
"694","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Eesha Sharma"
"910","Delhi","28.7041","77.1025","Non-Agricultural","Ekansh Singh"
"952","Goa","15.2993","74.124","Non-Agricultural","Falaq Verma"
"928","Gujarat","22.2587","71.1924","Agricultural Area","Garima Yadav"
"761","Haryana","29.0588","76.0856","Agricultural Area","Gauri Agarwal"
"272","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Himanshi Bhatia"
"549","Jammu and Kashmir","33.7782","76.5762","Residential Area","Inaaya Chopra"
"584","Jharkhand","23.6102","85.2799","Residential Area","Ishan Das"
"937","Karnataka","15.3173","75.7139","Non-Agricultural","Ishita Gupta"
"475","Kerala","10.8505","76.2711","Agricultural Area","Ivaan Jain"
"264","Ladakh","34.2996","78.2932","Agricultural Area","Jai Kapoor"
"469","Madhya Pradesh","22.9734","78.6569","Residential Area","Kaavya Kumar"
"596","Maharashtra","19.7515","75.7139","Agricultural Area","Kavya Malhotra"
"654","Manipur","24.6637","93.9063","Residential Area","Kiara Mehta"
"907","Meghalaya","25.467","91.3662","Non-Agricultural","Krisha Nair"
"764","Mizoram","23.1645","92.9376","Non-Agricultural","Laksh Patel"
"119","Odisha","20.9517","85.0985","Agricultural Area","Lisha Prasad"
"430","Puducherry","11.9416","79.8083","Agricultural Area","Maanvi Raj"
"764","Punjab","31.1471","75.3412","Non-Agricultural","Maitreyi Shah"
"651","Rajasthan","27.0238","74.2179","Residential Area","Manan Sharma"
"127","Tamil Nadu","11.1271","78.6569","Residential Area","Myra Singh"
"935","Telengana","18.1124","79.0193","Non-Agricultural","Naisha Verma"
"981","Tripura","23.9408","91.9882","Agricultural Area","Navya Yadav"
"112","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Neev Zakaria"
"743","Uttarakhand","30.0668","79.0193","Agricultural Area","Niharika Ahluwalia"
"149","West Bengal","22.9868","87.855","Residential Area","Ojas Balakrishnan"
"336","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Pihu Chandra"
"898","Andhra Pradesh","15.9129","79.74","Residential Area","Pranav Das"
"674","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Prisha Gupta"
"399","Assam","26.2006","92.9376","Non-Agricultural","Rahul Jain"
"248","Bihar","25.0961","85.3131","Residential Area","Ranveer Kapoor"
"350","Chandigarh","30.7333","76.7794","Residential Area","Reyansh Kumar"
"357","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Ria Mehta"
"642","Delhi","28.7041","77.1025","Residential Area","Rishabh Nair"
"940","Goa","15.2993","74.124","Residential Area","Rudra Patel"
"525","Gujarat","22.2587","71.1924","Residential Area","Saachi Raj"
"791","Haryana","29.0588","76.0856","Residential Area","Saisha Shah"
"829","Himachal Pradesh","31.1048","77.1734","Residential Area","Samaira Singh"
"593","Jammu and Kashmir","33.7782","76.5762","Residential Area","Samridhi Trivedi"
"616","Jharkhand","23.6102","85.2799","Non-Agricultural","Sanaya Vasudevan"
"828","Karnataka","15.3173","75.7139","Residential Area","Sarthak Yadav"
"743","Kerala","10.8505","76.2711","Non-Agricultural","Savi Yadav"
"918","Ladakh","34.2996","78.2932","Non-Agricultural","Shiv Chauhan"
"982","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Shloka Chopra"
"502","Maharashtra","19.7515","75.7139","Non-Agricultural","Suhani Deol"
"643","Manipur","24.6637","93.9063","Non-Agricultural","Swara Diwan"
"166","Meghalaya","25.467","91.3662","Residential Area","Tanvi Gupta"
"103","Mizoram","23.1645","92.9376","Residential Area","Trisha Jain"
"381","Odisha","20.9517","85.0985","Non-Agricultural","Uday Kapoor"
"509","Puducherry","11.9416","79.8083","Residential Area","Urvi Kaur"
"152","Punjab","31.1471","75.3412","Residential Area","Vanya Khan"
"277","Rajasthan","27.0238","74.2179","Agricultural Area","Veer Lal"
"461","Tamil Nadu","11.1271","78.6569","Agricultural Area","Vidhi Mehta"
"703","Telengana","18.1124","79.0193","Non-Agricultural","Vihaan Nair"
"555","Tripura","23.9408","91.9882","Non-Agricultural","Vivaan Patel"
"602","Uttar Pradesh","26.8467","80.9462","Residential Area","Vritika Prasad"
"346","Uttarakhand","30.0668","79.0193","Residential Area","Yash Raj"
"255","West Bengal","22.9868","87.855","Agricultural Area","Yuvraj Shah"
"596","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Zara Singh"
"315","Andhra Pradesh","15.9129","79.74","Residential Area","Aaditya Agarwal"
"411","Arunachal Pradesh","28.218","94.7278","Residential Area","Aadya Bansal"
"769","Assam","26.2006","92.9376","Residential Area","Aarav Chopra"
"925","Bihar","25.0961","85.3131","Agricultural Area","Aarnav Das"
"733","Chandigarh","30.7333","76.7794","Residential Area","Advika Gupta"
"648","Chhattisgarh","21.2787","81.8661","Residential Area","Ahaan Jain"
"336","Delhi","28.7041","77.1025","Non-Agricultural","Aishwarya Kapoor"
"596","Goa","15.2993","74.124","Non-Agricultural","Akhilesh Lal"
"221","Gujarat","22.2587","71.1924","Non-Agricultural","Amaira Mehra"
"874","Haryana","29.0588","76.0856","Residential Area","Anahita Nair"
"498","Himachal Pradesh","31.1048","77.1734","Residential Area","Anay Patel"
"516","Jammu and Kashmir","33.7782","76.5762","Residential Area","Anjali Rao"
"297","Jharkhand","23.6102","85.2799","Non-Agricultural","Ansh Sharma"
"680","Karnataka","15.3173","75.7139","Agricultural Area","Anvi Shukla"
"511","Kerala","10.8505","76.2711","Non-Agricultural","Aria Verma"
"792","Ladakh","34.2996","78.2932","Agricultural Area","Arihant Agarwal"
"676","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Ariya Batra"
"737","Maharashtra","19.7515","75.7139","Residential Area","Arnav Chopra"
"202","Manipur","24.6637","93.9063","Agricultural Area","Arya Das"
"634","Meghalaya","25.467","91.3662","Agricultural Area","Avyukt Gupta"
"709","Mizoram","23.1645","92.9376","Residential Area","Bhavya Jain"
"131","Odisha","20.9517","85.0985","Residential Area","Chahat Kapoor"
"311","Puducherry","11.9416","79.8083","Agricultural Area","Daksh Khan"
"456","Punjab","31.1471","75.3412","Residential Area","Darsh Mehta"
"589","Rajasthan","27.0238","74.2179","Residential Area","Dev Patel"
"502","Tamil Nadu","11.1271","78.6569","Agricultural Area","Dhriti Rai"
"801","Telengana","18.1124","79.0193","Residential Area","Divit Reddy"
"547","Tripura","23.9408","91.9882","Agricultural Area","Eesha Sharma"
"458","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Ekansh Singh"
"824","Uttarakhand","30.0668","79.0193","Agricultural Area","Falaq Verma"
"248","West Bengal","22.9868","87.855","Residential Area","Garima Yadav"
"813","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Gauri Agarwal"
"193","Andhra Pradesh","15.9129","79.74","Agricultural Area","Himanshi Bhatia"
"969","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Inaaya Chopra"
"864","Assam","26.2006","92.9376","Residential Area","Ishan Das"
"477","Bihar","25.0961","85.3131","Agricultural Area","Ishita Gupta"
"611","Chandigarh","30.7333","76.7794","Residential Area","Ivaan Jain"
"259","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Jai Kapoor"
"291","Delhi","28.7041","77.1025","Residential Area","Kaavya Kumar"
"293","Goa","15.2993","74.124","Residential Area","Kavya Malhotra"
"376","Gujarat","22.2587","71.1924","Residential Area","Kiara Mehta"
"331","Haryana","29.0588","76.0856","Residential Area","Krisha Nair"
"863","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Laksh Patel"
"476","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Lisha Prasad"
"248","Jharkhand","23.6102","85.2799","Residential Area","Maanvi Raj"
"366","Karnataka","15.3173","75.7139","Agricultural Area","Maitreyi Shah"
"573","Kerala","10.8505","76.2711","Residential Area","Manan Sharma"
"829","Ladakh","34.2996","78.2932","Agricultural Area","Myra Singh"
"862","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Naisha Verma"
"252","Maharashtra","19.7515","75.7139","Agricultural Area","Navya Yadav"
"876","Manipur","24.6637","93.9063","Agricultural Area","Neev Zakaria"
"716","Meghalaya","25.467","91.3662","Residential Area","Niharika Ahluwalia"
"787","Mizoram","23.1645","92.9376","Non-Agricultural","Ojas Balakrishnan"
"430","Odisha","20.9517","85.0985","Residential Area","Pihu Chandra"
"815","Puducherry","11.9416","79.8083","Non-Agricultural","Pranav Das"
"577","Punjab","31.1471","75.3412","Agricultural Area","Prisha Gupta"
"690","Rajasthan","27.0238","74.2179","Non-Agricultural","Rahul Jain"
"143","Tamil Nadu","11.1271","78.6569","Agricultural Area","Ranveer Kapoor"
"124","Telengana","18.1124","79.0193","Non-Agricultural","Reyansh Kumar"
"877","Tripura","23.9408","91.9882","Residential Area","Ria Mehta"
"228","Uttar Pradesh","26.8467","80.9462","Residential Area","Rishabh Nair"
"283","Uttarakhand","30.0668","79.0193","Residential Area","Rudra Patel"
"393","West Bengal","22.9868","87.855","Residential Area","Saachi Raj"
"210","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Saisha Shah"
"128","Andhra Pradesh","15.9129","79.74","Agricultural Area","Samaira Singh"
"575","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Samridhi Trivedi"
"809","Assam","26.2006","92.9376","Non-Agricultural","Sanaya Vasudevan"
"127","Bihar","25.0961","85.3131","Non-Agricultural","Sarthak Yadav"
"156","Chandigarh","30.7333","76.7794","Agricultural Area","Savi Yadav"
"662","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Shiv Chauhan"
"590","Delhi","28.7041","77.1025","Residential Area","Shloka Chopra"
"758","Goa","15.2993","74.124","Agricultural Area","Suhani Deol"
"309","Gujarat","22.2587","71.1924","Agricultural Area","Swara Diwan"
"654","Haryana","29.0588","76.0856","Non-Agricultural","Tanvi Gupta"
"988","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Trisha Jain"
"909","Jammu and Kashmir","33.7782","76.5762","Residential Area","Uday Kapoor"
"983","Jharkhand","23.6102","85.2799","Agricultural Area","Urvi Kaur"
"547","Karnataka","15.3173","75.7139","Residential Area","Vanya Khan"
"616","Kerala","10.8505","76.2711","Residential Area","Veer Lal"
"857","Ladakh","34.2996","78.2932","Agricultural Area","Vidhi Mehta"
"390","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Vihaan Nair"
"552","Maharashtra","19.7515","75.7139","Residential Area","Vivaan Patel"
"474","Manipur","24.6637","93.9063","Residential Area","Vritika Prasad"
"646","Meghalaya","25.467","91.3662","Non-Agricultural","Yash Raj"
"132","Mizoram","23.1645","92.9376","Non-Agricultural","Yuvraj Shah"
"756","Odisha","20.9517","85.0985","Residential Area","Zara Singh"
"371","Puducherry","11.9416","79.8083","Agricultural Area","Aaditya Agarwal"
"961","Punjab","31.1471","75.3412","Residential Area","Aadya Bansal"
"492","Rajasthan","27.0238","74.2179","Residential Area","Aarav Chopra"
"373","Tamil Nadu","11.1271","78.6569","Residential Area","Aarnav Das"
"850","Telengana","18.1124","79.0193","Non-Agricultural","Advika Gupta"
"178","Tripura","23.9408","91.9882","Non-Agricultural","Ahaan Jain"
"750","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Aishwarya Kapoor"
"696","Uttarakhand","30.0668","79.0193","Residential Area","Akhilesh Lal"
"428","West Bengal","22.9868","87.855","Agricultural Area","Amaira Mehra"
"998","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Anahita Nair"
"869","Andhra Pradesh","15.9129","79.74","Residential Area","Anay Patel"
"417","Arunachal Pradesh","28.218","94.7278","Residential Area","Anjali Rao"
"945","Assam","26.2006","92.9376","Agricultural Area","Ansh Sharma"
"670","Bihar","25.0961","85.3131","Residential Area","Anvi Shukla"
